Word,Definition,Pronunciation,Grammar,Example
locomotive,"adj. 火车头的；运动的；移动的
n. 机车；火车头",/ˌloʊkəˈmoʊtɪv/,"steam locomotive, locomotive engine, locomotive power, locomotive design",The steam locomotive was an important invention in the 19th century. 蒸汽机车是19世纪的一项重要发明。
log,"vi. 伐木
vt. 切；伐木；航行
n. 记录；航行日志；原木",/lɔːɡ/,"log in, log out, log book, log file",You need to log in to your account to access the online course. 你需要登录你的账户才能访问在线课程。
logic,"n. 逻辑；逻辑学；逻辑性
adj. 逻辑的",/ˈlɑːdʒɪk/,"logic reasoning, logic puzzle, logic gate, logic system",His argument was based on sound logic and clear evidence. 他的论点基于合理的逻辑和清晰的证据。
logical,adj. 合逻辑的，合理的；逻辑学的,/ˈlɒdʒɪkəl/,"logical conclusion, logical thinking, logical argument, logical explanation",His argument is logical and easy to follow. 他的论点合乎逻辑，易于理解。
lonely,"adj. 寂寞的；偏僻的
n. 孤独者",/ˈləʊnli/,"feel lonely, lonely place, lonely life, lonely heart",She felt lonely after moving to a new city. 搬到新城市后，她感到寂寞。
long,"n. 长时间； 长音节；（服装的）长尺寸；长裤
adj. 长的；过长的；做多头的；长时间的；冗长的，长音
vi. 渴望；热望
adv. 长期地；始终",/lɒŋ/,"long time, long distance, long for, as long as",I have been waiting for a long time. 我已经等了很长时间。
long-term,"adj. 长期的
从长远来看",/ˌlɒŋˈtɜːm/,"long-term plan, long-term effect, long-term goal, in the long term",We need to make a long-term plan for our business. 我们需要为业务制定一个长期计划。
look,"vt. 看；期待；注意；面向；看上去像
vi. 看；看起来；注意；面向
n. 看；样子；面容",/lʊk/,"look at, look for, look forward to, look after",Please look at the blackboard. 请看黑板。
loose,"adj. 宽松的；散漫的；不牢固的；不精确的
vt. 释放；开船；放枪
vi. 变松；开火
adv. 松散地
n. 放纵；放任；发射",/luːs/,"loose clothes, loose connection, break loose, let loose",He prefers to wear loose clothes in summer. 夏天他更喜欢穿宽松的衣服。
loosen,"vt. 放松；松开
vi. 放松；松开",/ˈluːsn/,"loosen up, loosen the grip, loosen restrictions, loosen the belt",You should loosen up before exercising. 运动前你应该放松一下。
lorry,n. （英）卡车； 货车；运料车,/ˈlɒri/,"drive a lorry, lorry driver, heavy lorry, lorry load",The lorry is carrying goods to the factory. 卡车正把货物运到工厂。
lose,"vt. 浪费；使沉溺于；使迷路；遗失；错过
vi. 失败；受损失",/luːz/,"lose weight, lose interest, lose one's way, lose a game",She is trying to lose weight by exercising. 她正试图通过锻炼来减肥。
loss,n. 减少；亏损；失败；遗失,/lɒs/,"suffer a loss, loss of life, at a loss, financial loss",The company faced a huge financial loss last year. 公司去年面临巨大的财务亏损。
lot,"n. 份额；许多；命运；阄
adv. （与形容词和副词连用）很，非常；（与动词连用）非常
pron. 大量，许多
vt. 分组，把…划分（常与out连用）；把（土地）划分成块
vi. 抽签，拈阄",/lɒt/,"a lot of, lots of, parking lot, draw lots",There are a lot of books on the shelf. 书架上有许多书。
loud,"adj. 大声的，高声的；不断的；喧吵的
adv. 大声地，高声地，响亮地",/laʊd/,"loud noise, loud voice, loud music, out loud",The music is too loud; please turn it down. 音乐太大声了，请调低一点。
love,"n. 恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物
v. 爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕",/lʌv/,"fall in love, love story, love for, with love",They fell in love at first sight. 他们一见钟情。
lovely,"adj. 可爱的；令人愉快的；爱恋的；秀丽的，优美的
n. 美女；可爱的东西",/ˈlʌvli/,"lovely day, lovely girl, lovely view, lovely time",We had a lovely time at the beach. 我们在海滩度过了愉快的时光。
lover,"n. 爱人，恋人；爱好者
n. 小三；第三者",/ˈlʌvə(r)/,"secret lover, animal lover, music lover, lover of art",He is a great lover of classical music. 他是古典音乐的爱好者。
loving,adj. 亲爱的；钟情的；忠诚的,/ˈlʌvɪŋ/,"loving family, loving care, loving relationship, loving kindness",She comes from a loving and supportive family. 她来自一个充满爱和支持的家庭。
low,"adj. 低的，浅的；卑贱的；粗俗的；消沉的
adv. 低声地；谦卑地，低下地
n. 低；低价；低点；牛叫声
vi. 牛叫",/ləʊ/,"low price, low voice, low temperature, feel low",The temperature is very low in winter. 冬天温度很低。
lower,"vt. 减弱，减少；放下，降下；贬低
vi. 降低；减弱；跌落
adj. 下游的；下级的；下等的",/ˈləʊə(r)/,"lower the price, lower one's voice, lower level, lower risk",The store decided to lower the price to attract more customers. 商店决定降低价格以吸引更多顾客。
loyal,"adj. 忠诚的，忠心的；忠贞的
n. 效忠的臣民；忠实信徒",/ˈlɔɪəl/,"loyal friend, loyal supporter, remain loyal, loyal to",He has been a loyal friend to me for years. 多年来他一直是我忠诚的朋友。
loyalty,n. 忠诚；忠心；忠实；忠于…感情,/ˈlɔɪəlti/,"show loyalty, loyalty card, brand loyalty, loyalty to",Her loyalty to the company is highly appreciated. 她对公司的忠诚受到高度赞赏。
luck,"n. 运气；幸运；带来好运的东西
vi. 靠运气，走运；凑巧碰上",/lʌk/,"good luck, bad luck, try one's luck, out of luck",I wish you good luck in your exams. 我祝你在考试中好运。
lucky,adj. 幸运的；侥幸的,/ˈlʌki/,"lucky enough to, lucky break, lucky charm, lucky day",She was lucky enough to win the scholarship. 她幸运地赢得了奖学金。
luggage,n. 行李；皮箱,/ˈlʌɡɪdʒ/,"carry luggage, check luggage, luggage rack, excess luggage",Please check your luggage at the counter. 请在柜台托运你的行李。
lump,"n. 块，块状；肿块；瘤；很多；笨人
vt. 混在一起；使成块状；忍耐；笨重地移动
vi. 结块
adj. 成团的；总共的
adv. 很；非常",/lʌmp/,"lump sum, lump together, lump in one's throat, sugar lump",He received a lump sum payment for his work. 他收到了一笔一次性付款作为工作报酬。
lunch,"n. 午餐
vt. 吃午餐；供给午餐
vi. 吃午餐；供给午餐",/lʌntʃ/,"have lunch, lunch break, lunch box, packed lunch",We usually have lunch at noon. 我们通常在中午吃午餐。
lung,n. 肺；呼吸器,/lʌŋ/,"lung cancer, lung capacity, lung disease, artificial lung",Smoking can cause lung cancer. 吸烟可能导致肺癌。
luxury,"n. 奢侈，奢华；奢侈品；享受
adj. 奢侈的",/ˈlʌkʃəri/,"luxury goods, live in luxury, luxury hotel, afford luxury",They can't afford such luxury items. 他们买不起这样的奢侈品。
machine,"n. 机械，机器；机构；机械般工作的人
vt. 用机器制造",/məˈʃiːn/,"machine tool, washing machine, vending machine, machine learning",This factory uses advanced machines for production. 这家工厂使用先进的机器进行生产。
machinery,n. 机械；机器；机构；机械装置,/məˈʃiːnəri/,"heavy machinery, machinery industry, machinery and equipment, agricultural machinery",The company imports machinery from Germany. 这家公司从德国进口机械。
mad,"adj. 疯狂的；发疯的；愚蠢的；着迷的
n. 狂怒",/mæd/,"go mad, mad about, drive someone mad, mad as a hatter",He went mad after hearing the bad news. 听到坏消息后，他疯了。
madam,n. 夫人；女士；鸨母,/ˈmædəm/,"Dear Madam, Madam President, Madam Chair, yes madam","Dear Madam, thank you for your letter. 尊敬的女士，感谢您的来信。"
magazine,n. 杂志；弹药库；胶卷盒,/ˌmæɡəˈziːn/,"fashion magazine, magazine article, magazine rack, subscribe to a magazine",She reads a fashion magazine every month. 她每月阅读一本时尚杂志。
magic,"n. 巫术；魔法；戏法
adj. 不可思议的；有魔力的；魔术的",/ˈmædʒɪk/,"magic trick, magic show, work like magic, magic wand",The magician performed a magic trick. 魔术师表演了一个魔术。
magical,adj. 魔术的；有魔力的,/ˈmædʒɪkl/,"magical power, magical moment, magical effect, magical realism",The story has a magical atmosphere. 这个故事有一种魔幻的氛围。
magnificent,adj. 高尚的；壮丽的；华丽的；宏伟的,/mæɡˈnɪfɪsnt/,"magnificent view, magnificent building, magnificent performance, magnificent achievement",We enjoyed the magnificent view from the mountain top. 我们从山顶欣赏了壮丽的景色。
maid,"n. 女仆；少女
vt. 侍候；做新娘的女傧相
vi. 当女仆",/meɪd/,"maid of honor, housemaid, chambermaid, old maid",The maid cleans the rooms every day. 女仆每天打扫房间。
mail,"n. 邮件；邮政，邮递；盔甲
vt. 邮寄；给…穿盔甲
vi. 邮寄；寄出",/meɪl/,"send mail, email, mail order, mail box",I will send the documents by mail. 我将通过邮件发送文件。
main,"n. 主要部分，要点；体力；总管道
adj. 主要的，最重要的；全力的",/meɪn/,"main idea, main reason, main course, main street",The main reason for his success is hard work. 他成功的主要原因是努力工作。
mainland,"n. 大陆；本土
adj. 大陆的；本土的",/ˈmeɪnlænd/,"mainland China, mainland Europe, mainland area, mainland market",They traveled from the island to the mainland. 他们从岛屿旅行到大陆。
maintain,vt. 维持；继续；维修；主张；供养,/meɪnˈteɪn/,"maintain order, maintain a relationship, maintain health, maintain speed",It's important to maintain a healthy lifestyle. 保持健康的生活方式很重要。
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修",/ˈmeɪdʒər/,"major in, major factor, major role, major problem",She decided to major in computer science at university. 她决定在大学主修计算机科学。
majority,n. 多数；成年,/məˈdʒɒrəti/,"majority of, in the majority, win a majority, overwhelming majority",The majority of students prefer online learning. 大多数学生更喜欢在线学习。
make,"vt. 使得；进行；布置，准备，整理；制造；认为；获得；形成；安排；引起；构成
vi. 开始；前进；增大；被制造
n. 制造；构造；性情",/meɪk/,"make up, make sure, make a decision, make progress",He needs to make a decision before the deadline. 他需要在截止日期前做出决定。
male,"adj. 男性的；雄性的；有力的
n. 男人；雄性动物",/meɪl/,"male student, male animal, male population, male role",The male lion protects the pride from danger. 雄狮保护狮群免受危险。
man,"n. 人；男人；人类；丈夫；雇工
vt. 操纵；给…配置人员；使增强勇气；在…就位",/mæn/,"man and woman, man of his word, man the station, man-made",He is a man of his word and always keeps promises. 他是个守信的人，总是遵守诺言。
manage,"vt. 管理；经营；控制；设法
vi. 处理；应付过去",/ˈmænɪdʒ/,"manage to do, manage time, manage a team, manage stress",She managed to finish the project on time. 她设法按时完成了项目。
manager,n. 经理；管理人员,/ˈmænɪdʒər/,"project manager, sales manager, general manager, team manager",The manager organized a meeting to discuss the new plan. 经理组织了一次会议讨论新计划。
mankind,n. 人类；男性,/mænˈkaɪnd/,"benefit mankind, history of mankind, future of mankind, all mankind",Scientific discoveries often benefit all mankind. 科学发现通常造福全人类。
man-made,adj. 人造的；人工的；合成的,/ˌmænˈmeɪd/,"man-made materials, man-made disaster, man-made lake, man-made object",This park has a beautiful man-made lake. 这个公园有一个美丽的人工湖。
